number,results
6135,1230000
6136,1260000
6137,1190000
6138,1110000
6139,1120000
6140,1360000
6141,1570000
6142,1140000
6143,1110000
6144,1290000
6145,1180000
6146,1040000
6147,1050000
6148,1090000
6149,1120000
6150,2000000
6151,1860000
6152,1180000
6153,1090000
6154,1080000
6155,1240000
6156,1360000
6157,1050000
6158,1070000
6159,1050000
6160,1490000
6161,1590000
6162,1190000
6163,1390000
6164,1110000
6165,1120000
6166,1170000
6167,1120000
6168,1140000
6169,1040000
6170,1330000
6171,1190000
6172,1070000
6173,1040000
6174,1040000
6175,1230000
6176,1090000
6177,1140000
6178,1030000
6179,1050000
6180,1500000
6181,1210000
6182,1250000
6183,1220000
6184,1050000
6185,1100000
6186,1060000
6187,1060000
6188,1240000
6189,1060000
6190,1270000
6191,1180000
6192,1160000
6193,1060000
6194,1090000
6195,1140000
6196,1090000
6197,1010000
6198,1080000
6199,1390000
6200,5490000
6201,1830000
6202,1390000
6203,1340000
6204,1250000
6205,1420000
6206,1220000
6207,1180000
6208,1430000
6209,1180000
6210,2050000
6211,1490000
6212,2910000
6213,1170000
6214,1160000
6215,1220000
6216,1170000
6217,1100000
6218,1120000
6219,1140000
6220,1760000
6221,1700000
6222,1630000
6223,1270000
6224,1210000
6225,1460000
6226,1270000
6227,1220000
6228,1260000
6229,1170000
6230,1760000
6231,1180000
6232,1250000
6233,1450000
6234,1270000
6235,1180000
6236,1140000
6237,1140000
6238,1040000
6239,1060000
6240,1570000
6241,1160000
6242,1180000
6243,1020000
6244,1150000
6245,1180000
6246,1030000
6247,1060000
6248,1100000
6249,1080000
6250,2390000
6251,1440000
6252,1210000
6253,1060000
6254,1010000
6255,1200000
6256,1070000
6257,1020000
6258,1040000
6259,1040000
6260,1560000
6261,1160000
6262,1540000
6263,1220000
6264,1730000
6265,1170000
6266,1230000
6267,1210000
6268,1110000
6269,1050000
6270,1460000
6271,1130000
6272,1300000
6273,1090000
6274,1180000
6275,1150000
6276,1010000
6277,1260000
6278,1360000
6279,1100000
6280,1960000
6281,1160000
6282,1360000
6283,1020000
6284,1020000
6285,1180000
6286,1300000
6287,1010000
6288,1320000
6289,1150000
6290,1450000
6291,1040000
6292,1090000
6293,1060000
6294,1070000
6295,1040000
6296,1080000
6297,995000
6298,1010000
6299,1260000
6300,6940000
6301,1640000
6302,1290000
6303,1480000
6304,1260000
6305,1250000
6306,1160000
6307,1070000
6308,1140000
6309,1120000
6310,1630000
6311,1290000
6312,1170000
6313,1160000
6314,1150000
6315,1220000
6316,1230000
6317,1030000
6318,1120000
6319,1040000
6320,1480000
6321,1180000
6322,1120000
6323,1080000
6324,1060000
6325,1180000
6326,1150000
6327,986000
6328,1160000
6329,997000
6330,1440000
6331,1200000
6332,1290000
6333,1410000
6334,1240000
6335,1080000
6336,1160000
6337,1130000
6338,1050000
6339,1090000
6340,1330000
6341,1080000
6342,1070000
6343,1870000
6344,1090000
6345,1140000
6346,1010000
6347,972000
6348,1060000
6349,1010000
6350,1830000
6351,1180000
6352,1060000
6353,1060000
6354,1030000
6355,1310000
6356,7240000
6357,980000
6358,977000
6359,995000
6360,1420000
6361,1150000
6362,1120000
6363,1390000
6364,1110000
6365,1120000
6366,1370000
6367,982000
6368,1080000
6369,1010000
6370,1290000
6371,1030000
6372,1610000
6373,994000
6374,1070000
6375,1090000
6376,998000
6377,1020000
6378,1050000
6379,1130000
6380,1380000
6381,1040000
6382,1030000
6383,1070000
6384,1050000
6385,1080000
6386,1010000
6387,966000
6388,1180000
6389,983000
6390,1270000
6391,1030000
6392,1040000
6393,1610000
6394,1010000
6395,1110000
6396,951000
6397,1440000
6398,977000
6399,1250000
6400,5290000
6401,1450000
6402,1120000
6403,1290000
6404,1150000
6405,1120000
6406,1060000
6407,1060000
6408,1160000
6409,1020000
6410,1450000
6411,1320000
6412,1150000
6413,1150000
6414,1150000
6415,1280000
6416,1170000
6417,1030000
6418,1110000
6419,1060000
6420,1330000
6421,1120000
6422,1140000
6423,1070000
6424,1110000
6425,1180000
6426,1100000
6427,1040000
6428,1040000
6429,1030000
6430,1400000
6431,1150000
6432,1140000
6433,1080000
6434,1110000
6435,1270000
6436,979000
6437,972000
6438,1080000
6439,989000
6440,1290000
6441,1370000
6442,1120000
6443,1040000
6444,1210000
6445,1100000
6446,1190000
6447,1030000
6448,1030000
6449,1020000
6450,1760000
6451,1080000
6452,1110000
6453,1060000
6454,1080000
6455,1260000
6456,1140000
6457,1060000
6458,1190000
6459,1020000
6460,1250000
6461,1050000
6462,1040000
6463,1100000
6464,1530000
6465,1080000
6466,1140000
6467,972000
6468,998000
6469,1100000
6470,1150000
6471,1050000
6472,968000
6473,1000000
6474,1120000
6475,1140000
6476,1030000
6477,965000
6478,941000
6479,1070000
6480,3040000
6481,1440000
6482,977000
6483,959000
6484,976000
6485,1100000
6486,966000
6487,1050000
6488,1050000
6489,1110000
6490,1650000
6491,1220000
6492,943000
6493,940000
6494,1010000
6495,1170000
6496,1090000
6497,993000
6498,1110000
6499,1640000
6500,12600000
6501,1480000
6502,1460000
6503,1440000
6504,1070000
6505,1280000
6506,1450000
6507,1130000
6508,1330000
6509,1130000
6510,1610000
6511,1450000
6512,1210000
6513,1200000
6514,1080000
6515,1180000
6516,1050000
6517,1050000
6518,1010000
6519,1210000
6520,1490000
6521,1100000
6522,1290000
6523,1810000
6524,1030000
6525,1300000
6526,1070000
6527,1120000
6528,993000
6529,949000
6530,1330000
6531,1110000
6532,1030000
6533,1190000
6534,1750000
6535,1090000
6536,993000
6537,963000
6538,1010000
6539,988000
6540,1310000
6541,1140000
6542,1010000
6543,1170000
6544,1550000
6545,1110000
6546,1010000
6547,940000
6548,952000
6549,947000
6550,1600000
6551,1080000
6552,1130000
6553,1010000
6554,1090000
6555,1490000
6556,1210000
6557,1080000
6558,1030000
6559,968000
6560,1320000
6561,1050000
6562,1040000
6563,960000
6564,1100000
6565,1440000
6566,1170000
6567,994000
6568,1070000
6569,960000
6570,1210000
6571,1030000
6572,1040000
6573,945000
6574,967000
6575,1090000
6576,1170000
6577,1120000
6578,1040000
6579,1020000
6580,1510000
6581,1010000
6582,1060000
6583,1140000
6584,943000
6585,1070000
6586,954000
6587,900000
6588,1120000
6589,1060000
6590,1270000
6591,1020000
6592,1100000
6593,973000
6594,927000
6595,1060000
6596,993000
6597,983000
6598,990000
6599,1280000
6600,6120000
6601,1370000
6602,1280000
6603,1150000
6604,1090000
6605,1190000
6606,1180000
6607,1010000
6608,1090000
6609,1040000
6610,1500000
6611,1350000
6612,1120000
6613,1590000
6614,1040000
6615,1240000
6616,1220000
6617,1060000
6618,1190000
6619,1010000
6620,1400000
6621,1190000
6622,1310000
6623,1100000
6624,1070000
6625,1080000
6626,1050000
6627,1080000
6628,1050000
6629,1010000
6630,1570000
6631,1160000
6632,1140000
6633,1220000
6634,1080000
6635,1020000
6636,1140000
6637,1130000
6638,1030000
6639,986000
6640,1280000
6641,1020000
6642,1010000
6643,1040000
6644,1170000
6645,1130000
6646,1090000
6647,989000
6648,1060000
6649,975000
6650,1650000
6651,1090000
6652,1010000
6653,966000
6654,1010000
6655,1420000
6656,1100000
6657,1020000
6658,1000000
6659,976000
6660,1360000
6661,1180000
6662,1120000
6663,1110000
6664,1270000
6665,1120000
6666,3000000
6667,1280000
6668,1140000
6669,1100000
6670,1500000
6671,1030000
6672,1080000
6673,1070000
6674,2040000
6675,1100000
6676,1110000
6677,1340000
6678,1030000
6679,949000
6680,1530000
6681,1220000
6682,1090000
6683,1070000
6684,1060000
6685,1010000
6686,1130000
6687,1010000
6688,1620000
6689,1010000
6690,1200000
6691,1040000
6692,943000
6693,1050000
6694,998000
6695,978000
6696,1180000
6697,921000
6698,939000
6699,1350000
6700,4560000
6701,1300000
6702,1040000
6703,1010000
6704,996000
6705,1040000
6706,1020000
6707,1040000
6708,1170000
6709,1170000
6710,1440000
6711,1240000
6712,1020000
6713,1050000
6714,1110000
6715,1070000
6716,1230000
6717,1070000
6718,1040000
6719,1020000
6720,1500000
6721,1130000
6722,1120000
6723,1070000
6724,1050000
6725,1100000
6726,938000
6727,1060000
6728,993000
6729,924000
6730,1260000
6731,1100000
6732,1030000
6733,1030000
6734,985000
6735,988000
6736,1130000
6737,1050000
6738,951000
6739,923000
6740,1120000
6741,1040000
6742,960000
6743,1140000
6744,1130000
6745,1010000
6746,971000
6747,945000
6748,971000
6749,950000
6750,2100000
6751,1060000
6752,1030000
6753,987000
6754,976000
6755,1060000
6756,929000
6757,991000
6758,1080000
6759,919000
6760,1310000
6761,1010000
6762,975000
6763,940000
6764,926000
6765,965000
6766,1010000
6767,1350000
6768,1050000
6769,1090000
6770,1280000
6771,1020000
6772,964000
6773,987000
6774,956000
6775,963000
6776,1010000
6777,1200000
6778,946000
6779,965000
6780,1370000
6781,1080000
6782,947000
6783,1040000
6784,956000
6785,942000
6786,957000
6787,1040000
6788,1100000
6789,1600000
6790,1210000
6791,1170000
6792,968000
6793,937000
6794,945000
6795,950000
6796,1080000
6797,1050000
6798,1110000
6799,1160000
6800,6650000
6801,1380000
6802,1160000
6803,1070000
6804,1330000
6805,1100000
6806,1140000
6807,1100000
6808,1050000
6809,1090000
6810,1290000
6811,1190000
6812,1020000
6813,1020000
6814,1180000
6815,1140000
6816,981000
6817,1010000
6818,1070000
6819,982000
6820,1390000
6821,1070000
6822,1160000
6823,1040000
6824,1010000
6825,1360000
6826,1150000
6827,954000
6828,1050000
6829,1060000
6830,1570000
6831,1130000
6832,1020000
6833,1110000
6834,975000
6835,1040000
6836,1210000
6837,999000
6838,1070000
6839,1100000
6840,1230000
6841,1050000
6842,1060000
6843,959000
6844,1020000
6845,1140000
6846,1030000
6847,1080000
6848,987000
6849,1100000
6850,1860000
6851,1010000
6852,998000
6853,947000
6854,917000
6855,1020000
6856,906000
6857,955000
6858,1030000
6859,915000
6860,1180000
6861,991000
6862,961000
6863,968000
6864,938000
6865,963000
6866,1280000
6867,954000
6868,1510000
6869,980000
6870,1480000
6871,947000
6872,991000
6873,1110000
6874,952000
6875,1040000
6876,889000
6877,1050000
6878,1140000
6879,1030000
6880,1350000
6881,1090000
6882,1080000
6883,936000
6884,950000
6885,1010000
6886,1100000
6887,993000
6888,1550000
6889,1010000
6890,1340000
6891,1310000
6892,994000
6893,962000
6894,914000
6895,980000
6896,879000
6897,934000
6898,1010000
6899,1140000
6900,5240000
6901,1260000
6902,1030000
6903,1060000
6904,1190000
6905,1030000
6906,1050000
6907,973000
6908,1150000
6909,1110000
6910,1240000
6911,1080000
6912,1310000
6913,939000
6914,1060000
6915,1040000
6916,949000
6917,1030000
6918,977000
6919,1130000
6920,1260000
6921,993000
6922,1020000
6923,1000000
6924,1030000
6925,1060000
6926,969000
6927,938000
6928,920000
6929,968000
6930,1290000
6931,1130000
6932,953000
6933,962000
6934,932000
6935,985000
6936,921000
6937,1040000
6938,964000
6939,948000
6940,1100000
6941,992000
6942,1010000
6943,903000
6944,1060000
6945,1170000
6946,952000
6947,904000
6948,960000
6949,964000
6950,1690000
6951,1100000
6952,883000
6953,921000
6954,928000
6955,989000
6956,875000
6957,932000
6958,982000
6959,964000
6960,1170000
6961,934000
6962,928000
6963,941000
6964,983000
6965,981000
6966,1030000
6967,967000
6968,958000
6969,7230000
6970,1640000
6971,973000
6972,973000
6973,891000
6974,942000
6975,932000
6976,912000
6977,970000
6978,946000
6979,944000
6980,2040000
6981,975000
6982,907000
6983,887000
6984,929000
6985,985000
6986,903000
6987,946000
6988,1110000
6989,1170000
6990,1920000
6991,972000
6992,928000
6993,936000
6994,915000
6995,1160000
6996,1020000
6997,910000
6998,1050000
6999,2750000
7000,33600000
7001,2720000
7002,1600000
7003,1580000
7004,1520000
7005,1700000
7006,1310000
7007,1620000
7008,1410000
7009,1290000
7010,1990000
7011,1930000
7012,1390000
7013,1410000
7014,1210000
7015,1290000
7016,1240000
7017,1200000
7018,1160000
7019,1170000
7020,2730000
7021,1290000
7022,1300000
7023,1090000
7024,1140000
7025,1380000
7026,1170000
7027,1080000
7028,1050000
7029,993000
7030,1610000
7031,1170000
7032,1110000
7033,1350000
7034,1070000
7035,1340000
7036,1080000
7037,1130000
7038,1060000
7039,1080000
7040,1630000
7041,1150000
7042,1090000
7043,1020000
7044,1080000
7045,1090000
7046,1020000
7047,1020000
7048,1020000
7049,970000
7050,1680000
7051,1220000
7052,1060000
7053,1090000
7054,1080000
7055,1230000
7056,1070000
7057,1090000
7058,1050000
7059,1020000
7060,1430000
7061,1090000
7062,1010000
7063,1090000
7064,1060000
7065,1060000
7066,1050000
7067,1080000
7068,989000
7069,1100000
7070,1840000
7071,1230000
7072,1010000
7073,1150000
7074,1030000
7075,1590000
7076,1090000
7077,1260000
7078,1020000
7079,960000
7080,2040000
7081,989000
7082,977000
7083,965000
7084,1150000
7085,1010000
7086,938000
7087,997000
7088,1110000
7089,975000
7090,1250000
7091,1020000
7092,1170000
7093,945000
7094,966000
7095,1060000
7096,957000
7097,1020000
7098,994000
7099,1080000
7100,4500000
7101,1440000
7102,1140000
7103,1060000
7104,1090000
7105,1150000
7106,1070000
7107,1130000
7108,1100000
7109,1060000
7110,1540000
7111,1740000
7112,1160000
7113,1070000
7114,1140000
7115,1140000
7116,1030000
7117,1140000
7118,1070000
7119,1080000
7120,1570000
7121,1240000
7122,1140000
7123,1140000
7124,1010000
7125,1530000
7126,1030000
7127,1030000
7128,1210000
7129,957000
7130,1380000
7131,1160000
7132,1100000
7133,1070000
7134,1040000
7135,1080000
7136,1030000
7137,997000
7138,1010000
7139,988000
7140,1470000
7141,1170000
7142,1060000
7143,1080000
7144,1060000
7145,1070000
7146,1050000
7147,947000
7148,969000
7149,948000
7150,1530000
7151,1140000
7152,1170000
7153,992000
7154,989000
7155,1260000
7156,958000
7157,983000
7158,965000
7159,977000
7160,1300000
7161,1120000
7162,997000
7163,1010000
7164,982000
7165,1070000
7166,1000000
7167,1150000
7168,988000
7169,956000
7170,1270000
7171,1390000
7172,1270000
7173,984000
7174,1050000
7175,1190000
7176,1020000
7177,1110000
7178,969000
7179,1030000
7180,1330000
7181,1460000
7182,1080000
7183,1060000
7184,969000
7185,988000
7186,961000
7187,1010000
7188,1120000
7189,939000
7190,1230000
7191,1040000
7192,1010000
7193,965000
7194,964000
7195,974000
7196,918000
7197,965000
7198,933000
7199,1120000
7200,6910000
7201,1380000
7202,1200000
7203,1130000
7204,1190000
7205,1230000
7206,1070000
7207,1110000
7208,1060000
7209,1210000
7210,1590000
7211,1290000
7212,1160000
7213,1070000
7214,1040000
7215,1050000
7216,1060000
7217,997000
7218,1010000
7219,1010000
7220,1450000
7221,1150000
7222,1360000
7223,1100000
7224,1160000
7225,1190000
7226,1130000
7227,1190000
7228,1040000
7229,1020000
7230,1530000
7231,1090000
7232,1100000
7233,1090000
7234,1000000
7235,1070000
7236,1090000
7237,974000
7238,1060000
7239,934000
7240,1350000
7241,1020000
7242,1050000
7243,1040000
7244,982000
7245,1170000
7246,1060000
7247,981000
7248,1060000
7249,950000
7250,2020000
7251,1060000
7252,1050000
7253,1070000
7254,991000
7255,1040000
7256,950000
7257,945000
7258,1010000
7259,957000
7260,1810000
7261,976000
7262,2620000
7263,931000
7264,925000
7265,966000
7266,994000
7267,1030000
7268,1010000
7269,939000
7270,1330000
7271,989000
7272,1390000
7273,1030000
7274,1030000
7275,1120000
7276,994000
7277,1120000
7278,1060000
7279,965000
7280,1430000
7281,1010000
7282,1080000
7283,976000
7284,1050000
7285,1020000
7286,989000
7287,993000
7288,1160000
7289,940000
7290,1400000
7291,1030000
7292,1040000
7293,986000
7294,961000
7295,1030000
7296,1050000
7297,962000
7298,926000
7299,1530000
7300,3940000
7301,1280000
7302,1070000
7303,1140000
7304,1130000
7305,1730000
7306,1130000
7307,1170000
7308,1170000
7309,1130000
7310,1490000
7311,1250000
7312,1050000
7313,1020000
7314,992000
7315,1510000
7316,985000
7317,981000
7318,1020000
7319,982000
7320,1330000
7321,1140000
7322,1140000
7323,1230000
7324,999000
7325,1260000
7326,988000
7327,965000
7328,1010000
7329,947000
7330,2890000
7331,1110000
7332,1050000
7333,1270000
7334,1030000
7335,1210000
7336,971000
7337,1070000
7338,1010000
7339,947000
7340,1630000
7341,999000
7342,939000
7343,1050000
7344,1710000
7345,1140000
7346,968000
7347,984000
7348,984000
7349,934000
7350,1770000
7351,1020000
7352,969000
7353,977000
7354,945000
7355,1130000
7356,967000
7357,969000
7358,922000
7359,930000
7360,1370000
7361,1080000
7362,964000
7363,958000
7364,948000
7365,1000000
7366,985000
7367,937000
7368,997000
7369,934000
7370,1290000
7371,999000
7372,982000
7373,1390000
7374,1100000
7375,1060000
7376,953000
7377,1090000
7378,964000
7379,955000
7380,1260000
7381,965000
7382,1060000
7383,959000
7384,948000
7385,974000
7386,919000
7387,1040000
7388,1080000
7389,990000
7390,1320000
7391,967000
7392,985000
7393,1030000
7394,949000
7395,933000
7396,887000
7397,946000
7398,899000
7399,1130000
7400,3870000
7401,1280000
7402,1050000
7403,1050000
7404,1110000
7405,1970000
7406,990000
7407,992000
7408,1020000
7409,961000
7410,1240000
7411,1160000
7412,1050000
7413,1010000
7414,1100000
7415,1030000
7416,990000
7417,981000
7418,980000
7419,939000
7420,1430000
7421,1010000
7422,1030000
7423,981000
7424,1060000
7425,1070000
7426,970000
7427,1060000
7428,1010000
7429,945000
7430,1240000
7431,990000
7432,1030000
7433,1040000
7434,1030000
7435,1150000
7436,957000
7437,1030000
7438,919000
7439,1020000
7440,1390000
7441,1120000
7442,1110000
7443,1020000
7444,1180000
7445,1080000
7446,1040000
7447,1220000
7448,1130000
7449,939000
7450,1450000
7451,1190000
7452,1370000
7453,924000
7454,974000
7455,1190000
7456,1130000
7457,925000
7458,942000
7459,918000
7460,1070000
7461,955000
7462,1100000
7463,1020000
7464,931000
7465,959000
7466,1020000
7467,980000
7468,901000
7469,922000
7470,1110000
7471,957000
7472,928000
7473,981000
7474,1240000
7475,1060000
7476,963000
7477,1010000
7478,891000
7479,875000
7480,1270000
7481,931000
7482,1030000
7483,920000
7484,948000
7485,923000
7486,886000
7487,878000
7488,1030000
7489,953000
7490,1320000
7491,1030000
7492,989000
7493,895000
7494,1020000
7495,1140000
7496,886000
7497,863000
7498,952000
7499,1280000
7500,15000000
7501,1540000
7502,1050000
7503,1050000
7504,1040000
7505,1120000
7506,1070000
7507,972000
7508,1020000
7509,970000
7510,1400000
7511,1180000
7512,1030000
7513,1010000
7514,986000
7515,1140000
7516,946000
7517,1010000
7518,933000
7519,908000
7520,1400000
7521,1100000
7522,1050000
7523,965000
7524,954000
7525,1130000
7526,1040000
7527,909000
7528,922000
7529,979000
7530,1230000
7531,1180000
7532,989000
7533,1070000
7534,949000
7535,1090000
7536,911000
7537,995000
7538,1040000
7539,887000
7540,1500000
7541,956000
7542,938000
7543,934000
7544,956000
7545,989000
7546,1060000
7547,961000
7548,905000
7549,985000
7550,1500000
7551,1260000
7552,943000
7553,922000
7554,1070000
7555,1360000
7556,1040000
7557,1050000
7558,993000
7559,971000
7560,2280000
7561,977000
7562,1020000
7563,993000
7564,949000
7565,957000
7566,970000
7567,998000
7568,977000
7569,1100000
7570,1120000
7571,932000
7572,963000
7573,937000
7574,870000
7575,1460000
7576,972000
7577,995000
7578,942000
7579,949000
7580,1240000
7581,969000
7582,1020000
7583,899000
7584,945000
7585,1020000
7586,867000
7587,946000
7588,996000
7589,930000
7590,1160000
7591,928000
7592,937000
7593,919000
7594,941000
7595,967000
7596,906000
7597,859000
7598,902000
7599,1130000
7600,4570000
7601,1430000
7602,1050000
7603,1010000
7604,971000
7605,1190000
7606,1010000
7607,963000
7608,963000
7609,1130000
7610,1570000
7611,1150000
7612,1010000
7613,995000
7614,950000
7615,944000
7616,953000
7617,901000
7618,949000
7619,913000
7620,1200000
7621,1030000
7622,1080000
7623,969000
7624,926000
7625,1080000
7626,1130000
7627,929000
7628,904000
7629,951000
7630,1150000
7631,1020000
7632,926000
7633,972000
7634,922000
7635,997000
7636,1020000
7637,952000
7638,940000
7639,892000
7640,1190000
7641,958000
7642,903000
7643,905000
7644,995000
7645,983000
7646,959000
7647,913000
7648,867000
7649,885000
7650,1580000
7651,988000
7652,935000
7653,1100000
7654,957000
7655,1030000
7656,946000
7657,871000
7658,865000
7659,856000
7660,1090000
7661,944000
7662,898000
7663,968000
7664,938000
7665,1110000
7666,1110000
7667,1040000
7668,946000
7669,951000
7670,1150000
7671,1400000
7672,922000
7673,937000
7674,867000
7675,932000
7676,1150000
7677,1090000
7678,1220000
7679,992000
7680,1270000
7681,972000
7682,906000
7683,974000
7684,919000
7685,884000
7686,975000
7687,905000
7688,979000
7689,902000
7690,1020000
7691,902000
7692,969000
7693,900000
7694,932000
7695,1130000
7696,896000
7697,853000
7698,882000
7699,992000
7700,5130000
7701,1370000
7702,1050000
7703,983000
7704,941000
7705,1030000
7706,1470000
7707,1160000
7708,977000
7709,1160000
7710,1430000
7711,1490000
7712,976000
7713,992000
7714,1010000
7715,999000
7716,1010000
7717,1050000
7718,953000
7719,915000
7720,1240000
7721,1110000
7722,1250000
7723,953000
7724,942000
7725,1040000
7726,938000
7727,1030000
7728,1010000
7729,915000
7730,1230000
7731,1020000
7732,1010000
7733,1240000
7734,999000
7735,983000
7736,942000
7737,1240000
7738,937000
7739,1020000
7740,1160000
7741,979000
7742,946000
7743,931000
7744,1100000
7745,1080000
7746,977000
7747,937000
7748,918000
7749,960000
7750,2150000
7751,1250000
7752,946000
7753,1040000
7754,859000
7755,1450000
7756,882000
7757,979000
7758,978000
7759,844000
7760,1140000
7761,929000
7762,893000
7763,852000
7764,894000
7765,1100000
7766,1100000
7767,1010000
7768,912000
7769,885000
7770,1700000
7771,1100000
7772,1010000
7773,963000
7774,972000
7775,1090000
7776,1360000
7777,3750000
7778,1090000
7779,1030000
7780,1190000
7781,895000
7782,954000
7783,923000
7784,893000
7785,932000
7786,961000
7787,1090000
7788,1740000
7789,947000
7790,1130000
7791,1050000
7792,848000
7793,872000
7794,870000
7795,927000
7796,910000
7797,1060000
7798,916000
7799,1180000
7800,6670000
7801,1200000
7802,935000
7803,1420000
7804,889000
7805,1140000
7806,918000
7807,881000
7808,947000
7809,907000
7810,1140000
7811,1060000
7812,1040000
7813,952000
7814,863000
7815,992000
7816,942000
7817,858000
7818,959000
7819,920000
7820,1130000
7821,944000
7822,928000
7823,911000
7824,903000
7825,981000
7826,1090000
7827,1070000
7828,887000
7829,896000
7830,1220000
7831,911000
7832,886000
7833,1020000
7834,881000
7835,899000
7836,939000
7837,904000
7838,868000
7839,975000
7840,1700000
7841,1070000
7842,890000
7843,857000
7844,903000
7845,980000
7846,845000
7847,865000
7848,924000
7849,862000
7850,1760000
7851,1150000
7852,818000
7853,850000
7854,858000
7855,946000
7856,846000
7857,841000
7858,906000
7859,823000
7860,1080000
7861,893000
7862,886000
7863,989000
7864,867000
7865,922000
7866,870000
7867,997000
7868,930000
7869,861000
7870,1330000
7871,880000
7872,942000
7873,904000
7874,852000
7875,997000
7876,868000
7877,928000
7878,1260000
7879,944000
7880,1210000
7881,957000
7882,885000
7883,835000
7884,1020000
7885,902000
7886,822000
7887,962000
7888,1240000
7889,893000
7890,1410000
7891,947000
7892,886000
7893,848000
7894,864000
7895,881000
7896,890000
7897,938000
7898,897000
7899,1070000
7900,4420000
7901,1070000
7902,904000
7903,924000
7904,870000
7905,959000
7906,851000
7907,1410000
7908,967000
7909,979000
7910,1160000
7911,986000
7912,926000
7913,888000
7914,873000
7915,947000
7916,894000
7917,857000
7918,962000
7919,1000000
7920,1170000
7921,915000
7922,867000
7923,876000
7924,913000
7925,908000
7926,871000
7927,840000
7928,851000
7929,866000
7930,1080000
7931,882000
7932,854000
7933,896000
7934,847000
7935,886000
7936,870000
7937,878000
7938,915000
7939,872000
7940,1030000
7941,1100000
7942,939000
7943,830000
7944,891000
7945,919000
7946,866000
7947,813000
7948,864000
7949,953000
7950,1660000
7951,912000
7952,909000
7953,896000
7954,843000
7955,1130000
7956,857000
7957,848000
7958,845000
7959,889000
7960,1110000
7961,933000
7962,845000
7963,823000
7964,834000
7965,884000
7966,894000
7967,900000
7968,906000
7969,884000
7970,1660000
7971,893000
7972,839000
7973,900000
7974,919000
7975,1010000
7976,912000
7977,865000
7978,841000
7979,1290000
7980,2340000
7981,876000
7982,834000
7983,821000
7984,803000
7985,876000
7986,815000
7987,880000
7988,1080000
7989,904000
7990,2100000
7991,930000
7992,1030000
7993,914000
7994,853000
7995,1040000
7996,839000
7997,952000
7998,932000
7999,2600000
8000,38600000
8001,3060000
8002,1810000
8003,1520000
8004,1650000
8005,1620000
8006,1490000
8007,1270000
8008,1820000
8009,1250000
8010,2170000
8011,1720000
8012,1450000
8013,1200000
8014,1180000
8015,1240000
8016,1180000
8017,1190000
8018,1310000
8019,1090000
8020,1850000
8021,1210000
8022,1240000
8023,1190000
8024,1140000
8025,1170000
8026,1070000
8027,1060000
8028,1060000
8029,1020000
8030,1360000
8031,1190000
8032,1170000
8033,1260000
8034,1080000
8035,1080000
8036,1170000
8037,971000
8038,1010000
8039,943000
8040,2210000
8041,1200000
8042,1040000
8043,957000
8044,1270000
8045,1160000
8046,1050000
8047,979000
8048,1060000
8049,989000
8050,2120000
8051,1650000
8052,1100000
8053,1060000
8054,1260000
8055,1190000
8056,976000
8057,1270000
8058,1050000
8059,957000
8060,1360000
8061,1020000
8062,972000
8063,1010000
8064,990000
8065,1050000
8066,1040000
8067,1090000
8068,1020000
8069,973000
8070,1390000
8071,1060000
8072,944000
8073,929000
8074,914000
8075,1130000
8076,945000
8077,1240000
8078,981000
8079,902000
8080,5850000
8081,1520000
8082,1100000
8083,1060000
8084,1060000
8085,2590000
8086,1290000
8087,996000
8088,1490000
8089,1050000
8090,2280000
8091,1010000
8092,1080000
8093,1020000
8094,913000
8095,1050000
8096,1180000
8097,913000
8098,958000
8099,1060000
8100,4850000
8101,1420000
8102,1370000
8103,1090000
8104,1110000
8105,1100000
8106,1090000
8107,1010000
8108,1050000
8109,1050000
8110,1500000
8111,1890000
8112,1300000
8113,1150000
8114,1100000
8115,1110000
8116,995000
8117,1200000
8118,1170000
8119,1030000
8120,1460000
8121,1150000
8122,1120000
8123,1170000
8124,1030000
8125,1170000
8126,950000
8127,963000
8128,992000
8129,945000
8130,1210000
8131,1200000
8132,939000
8133,1040000
8134,1010000
8135,962000
8136,936000
8137,915000
8138,923000
8139,933000
8140,1180000
8141,1190000
8142,1080000
8143,934000
8144,1010000
8145,1040000
8146,954000
8147,946000
8148,1010000
8149,882000
8150,1600000
8151,1090000
8152,1140000
8153,976000
8154,951000
8155,1050000
8156,962000
8157,903000
8158,933000
8159,904000
8160,1250000
8161,1130000
8162,997000
8163,955000
8164,901000
8165,948000
8166,1350000
8167,980000
8168,1030000
8169,1050000
8170,1200000
8171,1020000
8172,1060000
8173,972000
8174,893000
8175,937000
8176,955000
8177,1030000
8178,963000
8179,882000
8180,1300000
8181,1490000
8182,1120000
8183,929000
8184,967000
8185,1030000
8186,1020000
8187,906000
8188,1110000
8189,973000
8190,1290000
8191,1190000
8192,1640000
8193,934000
8194,1100000
8195,931000
8196,887000
8197,884000
8198,946000
8199,986000
8200,4470000
8201,1290000
8202,1150000
8203,1460000
8204,1080000
8205,1060000
8206,1130000
8207,1070000
8208,1320000
8209,978000
8210,1570000
8211,3100000
8212,1610000
8213,1050000
8214,939000
8215,1120000
8216,1450000
8217,4210000
8218,984000
8219,959000
8220,2560000
8221,2000000
8222,1390000
8223,1130000
8224,1020000
8225,1060000
8226,1530000
8227,1190000
8228,1230000
8229,938000
8230,2450000
8231,1200000
8232,1030000
8233,1080000
8234,986000
8235,1020000
8236,935000
8237,928000
8238,908000
8239,882000
8240,1320000
